1.0001e+00,2.9999e+00,2.6263e+00,1.0003e+00,1.6478e+00
1.0003e+00,2.9207e+00,2.9899e+00,1.0004e+00,1.0056e+00
1.0000e+00,2.9998e+00,2.4988e+00,1.0080e+00,1.7663e+00
1.0001e+00,2.9999e+00,2.8383e+00,1.0002e+00,2.9266e+00
1.0000e+00,2.9999e+00,2.5597e+00,1.0000e+00,1.7891e+00
1.0000e+00,2.9996e+00,2.9912e+00,1.0000e+00,1.7359e+00
1.0000e+00,2.9999e+00,2.1649e+00,1.0005e+00,2.3830e+00
1.0000e+00,3.0000e+00,2.3439e+00,1.0025e+00,2.7529e+00
1.0000e+00,2.9976e+00,2.3601e+00,1.0000e+00,1.6080e+00
1.0007e+00,2.9985e+00,2.7800e+00,1.0016e+00,1.8430e+00
1.0002e+00,2.9983e+00,2.8571e+00,1.0002e+00,1.3384e+00
1.0001e+00,2.9986e+00,2.5745e+00,1.0017e+00,1.9832e+00
1.0000e+00,3.0000e+00,2.0452e+00,1.0000e+00,1.3330e+00
1.0100e+00,3.0000e+00,2.3898e+00,1.0000e+00,2.0502e+00
1.0000e+00,2.9905e+00,2.4034e+00,1.0001e+00,2.7431e+00
1.0000e+00,2.9962e+00,2.6282e+00,1.0001e+00,2.8698e+00
1.0002e+00,2.9990e+00,2.4416e+00,1.0001e+00,1.6837e+00
1.0001e+00,3.0000e+00,2.6890e+00,1.0000e+00,1.7453e+00
1.0000e+00,2.9974e+00,2.9086e+00,1.0000e+00,2.8943e+00
1.0007e+00,3.0000e+00,2.2686e+00,1.0001e+00,2.5177e+00
1.0000e+00,2.9999e+00,2.3950e+00,1.0014e+00,2.4073e+00
1.0000e+00,2.9941e+00,2.6085e+00,1.0024e+00,1.9144e+00
1.0004e+00,2.9097e+00,2.8237e+00,1.0002e+00,1.0003e+00
1.0001e+00,3.0000e+00,2.8406e+00,1.0000e+00,1.9259e+00
1.0001e+00,2.9998e+00,2.5658e+00,1.0001e+00,1.0852e+00
1.0003e+00,2.9998e+00,2.5380e+00,1.0052e+00,1.4416e+00
1.0000e+00,3.0000e+00,2.9153e+00,1.0064e+00,2.9961e+00
1.0000e+00,2.9998e+00,2.9761e+00,1.0001e+00,1.4027e+00
1.0000e+00,2.9995e+00,2.6049e+00,1.0037e+00,2.5630e+00
1.0000e+00,2.9998e+00,2.8007e+00,1.0000e+00,1.6893e+00
1.0000e+00,2.9999e+00,2.7081e+00,1.0003e+00,2.1980e+00
1.0000e+00,2.9599e+00,2.9881e+00,1.0042e+00,2.7827e+00
1.0006e+00,2.9998e+00,1.8477e+00,1.0000e+00,1.0054e+00
1.0003e+00,2.9973e+00,2.4084e+00,1.0033e+00,1.5770e+00
1.0004e+00,2.9631e+00,2.9644e+00,1.0000e+00,1.7563e+00
1.0000e+00,2.9986e+00,2.6604e+00,1.0000e+00,2.4551e+00
1.0000e+00,2.9977e+00,2.4302e+00,1.0001e+00,2.0293e+00
1.0000e+00,2.9991e+00,2.9561e+00,1.0037e+00,2.8897e+00
1.0000e+00,2.9858e+00,2.3376e+00,1.0004e+00,1.0011e+00
1.0007e+00,2.9999e+00,2.5656e+00,1.0073e+00,1.3483e+00
1.0000e+00,2.9999e+00,2.2517e+00,1.0000e+00,2.9767e+00
1.0000e+00,3.0000e+00,2.1913e+00,1.0000e+00,1.3330e+00
1.0003e+00,3.0000e+00,2.2171e+00,1.0007e+00,2.7015e+00
1.0000e+00,3.0000e+00,2.4966e+00,1.0002e+00,2.9992e+00
1.0000e+00,3.0000e+00,2.9704e+00,1.0144e+00,1.9742e+00
1.0003e+00,3.0000e+00,2.3904e+00,1.0000e+00,1.0015e+00
1.0000e+00,2.9996e+00,2.6391e+00,1.0001e+00,2.9705e+00
1.0000e+00,3.0000e+00,2.1793e+00,1.0015e+00,1.1363e+00
1.0002e+00,2.9999e+00,2.4563e+00,1.0001e+00,1.2473e+00
1.0000e+00,2.9999e+00,1.9892e+00,1.0000e+00,1.2605e+00
1.0001e+00,2.9814e+00,2.8745e+00,1.0010e+00,1.5663e+00
1.0001e+00,2.9878e+00,2.9499e+00,1.0003e+00,2.6122e+00
1.0000e+00,3.0000e+00,2.3946e+00,1.0004e+00,1.2795e+00
1.0000e+00,2.9952e+00,2.9934e+00,1.0033e+00,2.3597e+00
1.0114e+00,2.9995e+00,2.5661e+00,1.0001e+00,2.7275e+00
1.0017e+00,3.0000e+00,2.9701e+00,1.0000e+00,2.9845e+00
1.0000e+00,2.9996e+00,2.2409e+00,1.0002e+00,2.2912e+00
1.0036e+00,2.9998e+00,2.2192e+00,1.0001e+00,2.0629e+00
1.0006e+00,3.0000e+00,2.8193e+00,1.0013e+00,2.7663e+00
1.0000e+00,2.9994e+00,2.6282e+00,1.0000e+00,2.7201e+00
1.0001e+00,2.9990e+00,2.9028e+00,1.0013e+00,2.1475e+00
1.0001e+00,2.9991e+00,2.4238e+00,1.0000e+00,1.4988e+00
