-1.5620e-02,-1.2609e-01,-2.2660e-01,-3.1215e-03,-8.1334e-02,-7.2575e-02,-2.2901e-02,-1.2613e-01,-2.2551e-01,-1.2845e-02,-1.2825e-01,-5.8370e-02,-2.2948e-02,-1.2384e-01,-1.2631e-01,-2.8721e-02,-1.8532e-01,-7.8503e-02
-1.5646e-02,-1.3385e-01,-2.1711e-01,-5.0886e-02,-4.8272e-02,-1.7738e-02,-2.2779e-02,-1.3195e-01,-1.3711e-01,-5.1632e-02,-1.0169e-01,-2.8174e-03,-2.2216e-02,-1.3246e-01,-1.5914e-01,-7.3465e-02,-1.4909e-01,-3.9354e-02
-2.2864e-02,-1.3336e-01,-2.1799e-01,-1.5557e-02,-5.3968e-02,-2.6220e-01,-2.3167e-02,-1.3315e-01,-1.9981e-01,-4.4695e-03,-1.0465e-01,-2.4317e-01,-2.3202e-02,-1.3382e-01,-1.2636e-02,-1.0273e-03,-1.4839e-01,-2.8796e-01
-2.2805e-02,-1.3456e-01,-1.4080e-01,-7.9639e-02,-4.4904e-02,-8.1699e-02,-2.2767e-02,-1.4129e-01,-2.0478e-01,-8.0019e-02,-6.4683e-02,-6.1691e-02,-2.2660e-02,-1.1012e-01,-8.6969e-02,-7.9270e-02,-2.5223e-01,-6.3914e-02
-1.4837e-02,-1.3777e-01,-2.3194e-01,-7.9829e-02,-2.7924e-02,-8.1007e-04,-2.1920e-02,-1.4012e-01,-2.4011e-01,-8.1125e-02,-6.6198e-02,-1.5144e-02,-2.2082e-02,-1.4244e-01,-2.4121e-01,-8.0948e-02,-1.0594e-01,-6.5934e-02
-2.2899e-02,-1.2236e-01,-1.4867e-01,-1.0058e-03,-9.9054e-02,-1.1756e-01,-2.2938e-02,-1.2163e-01,-1.3973e-01,-3.8832e-03,-1.5040e-01,-8.1912e-02,-2.2870e-02,-1.2006e-01,-2.1549e-01,-4.9522e-02,-2.0416e-01,-8.4436e-02
-2.2561e-02,-1.3223e-01,-1.6746e-01,-5.3280e-02,-5.3734e-02,-8.0990e-02,-2.2668e-02,-1.3245e-01,-2.2353e-01,-1.0205e-01,-1.0481e-01,-1.1499e-02,-2.2702e-02,-1.3279e-01,-1.2507e-02,-8.2952e-02,-1.5151e-01,-6.7557e-02
-1.7986e-02,-1.3882e-01,-2.6446e-01,-2.0782e-03,-1.7888e-02,-1.1518e-01,-2.2962e-02,-1.3926e-01,-2.2596e-01,-3.5715e-05,-6.9719e-02,-1.3223e-01,-2.2385e-02,-1.4091e-01,-2.2411e-01,-6.9120e-03,-1.0907e-01,-1.3805e-01
-2.1722e-02,-1.4198e-01,-2.3216e-01,-4.1853e-02,-8.7597e-03,-1.4453e-01,-2.1895e-02,-1.3987e-01,-2.3345e-01,-4.5347e-02,-7.0299e-02,-1.1232e-01,-1.7750e-02,-1.3843e-01,-2.4855e-01,-4.1623e-02,-1.2449e-01,-1.1682e-01
-2.3057e-02,-1.4135e-01,-1.9329e-01,-5.3618e-03,-7.6861e-03,-1.4104e-01,-2.2653e-02,-1.5240e-01,-1.7988e-01,-1.7498e-04,-8.1369e-03,-1.3961e-01,-2.2246e-02,-1.3746e-01,-1.5041e-01,-2.3278e-03,-1.2426e-01,-1.3580e-01
-2.2458e-02,-1.3020e-01,-2.1997e-01,-3.1396e-02,-6.0792e-02,-8.2088e-02,-2.2905e-02,-1.3054e-01,-2.2519e-01,-1.9246e-02,-1.0777e-01,-5.1199e-02,-2.2910e-02,-1.3120e-01,-2.2165e-01,-8.0086e-03,-1.5253e-01,-3.6876e-02
-2.2911e-02,-1.3196e-01,-1.4772e-01,-8.4702e-02,-5.9437e-02,-4.4761e-02,-2.2269e-02,-1.3190e-01,-2.2349e-01,-9.1597e-02,-1.0794e-01,-2.9516e-02,-2.2805e-02,-1.3193e-01,-1.8568e-01,-8.8297e-02,-1.5440e-01,-2.8955e-02
-1.5999e-02,-1.4177e-01,-2.5620e-01,-4.7828e-02,-8.5177e-03,-6.9836e-02,-2.0994e-02,-1.3954e-01,-2.0124e-01,-5.5896e-02,-6.8584e-02,-4.4196e-02,-1.9817e-02,-1.3959e-01,-1.5927e-01,-5.5885e-02,-1.1729e-01,-7.8510e-02
-2.3116e-02,-1.4096e-01,-1.7169e-01,-6.9829e-02,-1.4560e-02,-6.5727e-02,-2.2782e-02,-1.4130e-01,-2.2440e-01,-7.2243e-02,-6.4516e-02,-7.3220e-02,-2.2345e-02,-1.4390e-01,-2.3031e-01,-7.2084e-02,-1.0021e-01,-5.3936e-02
-1.5607e-02,-1.3108e-01,-8.2510e-02,-6.7287e-02,-6.3108e-02,-3.9058e-02,-2.2546e-02,-1.3069e-01,-1.9926e-01,-6.5937e-02,-1.1353e-01,-4.2940e-02,-2.1679e-02,-1.2032e-01,-1.1861e-01,-6.7008e-02,-2.0313e-01,-4.5539e-02
-1.3862e-02,-1.2846e-01,-2.3045e-01,-2.6004e-03,-7.5585e-02,-9.4432e-02,-2.2613e-02,-1.2776e-01,-2.2343e-01,-5.8664e-03,-1.2340e-01,-1.0062e-01,-2.2827e-02,-1.2739e-01,-2.2036e-01,-8.3078e-03,-1.7160e-01,-1.7221e-01
-2.2944e-02,-1.4398e-01,-2.2411e-01,-1.4538e-02,-3.3002e-04,-2.5494e-01,-2.2975e-02,-1.5274e-01,-2.2796e-01,-1.0416e-02,-1.2070e-02,-2.3299e-01,-2.2901e-02,-1.5777e-01,-2.4523e-01,-9.3378e-03,-3.8397e-02,-2.4061e-01
-2.3098e-02,-1.4335e-01,-1.7256e-01,-1.5255e-02,-4.0988e-03,-2.7406e-01,-2.3054e-02,-1.5211e-01,-1.4743e-01,-6.1332e-03,-1.5952e-02,-2.5741e-01,-2.3001e-02,-1.4402e-01,-2.3179e-01,-1.3503e-02,-1.0118e-01,-2.5689e-01
-1.5164e-02,-1.2783e-01,-1.0387e-01,-3.9393e-02,-7.7501e-02,-6.3475e-02,-2.2874e-02,-1.2577e-01,-2.1871e-01,-3.8175e-02,-1.3320e-01,-6.6449e-02,-2.2949e-02,-1.1683e-01,-1.2917e-01,-3.5203e-02,-2.1678e-01,-6.6684e-02
-2.2096e-02,-1.4021e-01,-2.4263e-01,-5.5147e-03,-1.1697e-02,-1.2961e-01,-2.2854e-02,-1.5287e-01,-2.4213e-01,-1.7879e-03,-5.6829e-03,-1.3557e-01,-2.2255e-02,-1.3070e-01,-2.3642e-01,-1.7172e-03,-1.5374e-01,-1.3173e-01
-2.3146e-02,-1.2973e-01,-2.0806e-01,-2.8736e-02,-7.1951e-02,-2.4336e-01,-2.2030e-02,-1.3856e-01,-2.1532e-01,-2.9146e-02,-7.6018e-02,-8.9025e-02,-2.2556e-02,-1.3568e-01,-2.1221e-01,-3.1245e-02,-1.3858e-01,-2.1004e-01
-1.5593e-02,-1.4227e-01,-5.5007e-02,-1.1655e-04,-8.2353e-03,-1.9828e-01,-2.2466e-02,-1.4457e-01,-2.5933e-02,-8.7955e-03,-5.0134e-02,-1.9374e-01,-2.2880e-02,-1.4181e-01,-2.3718e-02,-9.1148e-03,-1.0860e-01,-1.9707e-01
-2.2500e-02,-1.4240e-01,-1.5800e-01,-8.3527e-02,-5.1739e-03,-5.1716e-02,-2.1135e-02,-1.4245e-01,-1.3683e-01,-8.6386e-02,-5.6234e-02,-1.9724e-02,-2.2727e-02,-1.3312e-01,-1.3069e-01,-8.1868e-02,-1.4882e-01,-6.0327e-02
-2.2725e-02,-1.4264e-01,-2.3066e-01,-5.5411e-02,-3.6823e-03,-1.1321e-01,-2.2723e-02,-1.4515e-01,-2.2688e-01,-6.3617e-02,-4.6981e-02,-1.0241e-01,-2.2019e-02,-1.4298e-01,-2.4587e-01,-2.0541e-02,-1.0063e-01,-1.3481e-01
-1.4099e-02,-1.3106e-01,-1.4141e-01,-7.3959e-02,-6.3340e-02,-4.4932e-03,-2.2746e-02,-1.2958e-01,-1.7041e-01,-7.8154e-02,-1.1660e-01,-1.4601e-02,-2.0387e-02,-1.2366e-01,-1.9516e-01,-7.3790e-02,-1.8748e-01,-3.1899e-02
