7.4260e+01,1.9351e+03,7.6131e+01,1.9789e+00,4.2603e+02,4.3231e+04,-2.1576e+03,-1.5678e+01,-1.9292e+02,2.1357e+00
7.3686e+01,1.9940e+03,6.1756e+01,1.9844e+00,4.3258e+02,4.4320e+04,-2.0729e+03,-1.5741e+01,-1.9405e+02,1.6584e+00
7.3457e+01,1.9422e+03,6.2438e+01,1.9559e+00,4.7109e+02,4.3532e+04,-2.0100e+03,-1.5826e+01,-1.9762e+02,1.3795e+00
7.3295e+01,1.9108e+03,7.3637e+01,1.9410e+00,4.3192e+02,4.2401e+04,-2.2624e+03,-1.5018e+01,-1.9114e+02,7.9248e-01
7.4091e+01,1.9320e+03,6.9764e+01,1.9510e+00,4.0999e+02,4.3007e+04,-2.1748e+03,-1.4824e+01,-1.9051e+02,1.8435e+00
7.3344e+01,1.9438e+03,6.3072e+01,1.8895e+00,4.1421e+02,4.3274e+04,-2.1843e+03,-1.4737e+01,-1.9192e+02,2.2257e+00
7.3970e+01,1.9191e+03,5.9603e+01,1.9444e+00,4.3836e+02,4.2827e+04,-2.2206e+03,-1.5042e+01,-1.9496e+02,5.4520e-01
7.4057e+01,1.8896e+03,7.3799e+01,1.8590e+00,4.9882e+02,4.2613e+04,-2.0135e+03,-1.4993e+01,-2.0047e+02,1.4930e+00
7.4435e+01,1.9493e+03,7.9914e+01,1.9275e+00,4.0714e+02,4.3236e+04,-2.0043e+03,-1.5400e+01,-1.9252e+02,1.1266e+00
7.4502e+01,1.9579e+03,7.3962e+01,1.9961e+00,3.9608e+02,4.3257e+04,-2.0958e+03,-1.5327e+01,-1.8891e+02,1.4164e+00
7.3634e+01,1.9270e+03,6.0713e+01,1.9451e+00,4.1030e+02,4.3174e+04,-2.0653e+03,-1.4736e+01,-1.9581e+02,2.8796e+00
7.3987e+01,1.9270e+03,7.0100e+01,1.9506e+00,4.0796e+02,4.3039e+04,-2.1964e+03,-1.4800e+01,-1.9428e+02,8.4369e-01
7.3407e+01,1.9319e+03,6.1382e+01,1.9415e+00,4.3487e+02,4.3205e+04,-2.1532e+03,-1.5236e+01,-1.9384e+02,9.5256e-01
7.3469e+01,1.8908e+03,6.1654e+01,1.9268e+00,4.4274e+02,4.2375e+04,-2.0958e+03,-1.4819e+01,-1.9339e+02,2.8531e+00
7.3588e+01,1.9263e+03,7.0259e+01,1.9305e+00,4.2071e+02,4.2830e+04,-2.2195e+03,-1.5037e+01,-1.9319e+02,1.8361e+00
7.3871e+01,1.9219e+03,7.2288e+01,1.9716e+00,4.3498e+02,4.2902e+04,-2.3390e+03,-1.5348e+01,-1.9458e+02,2.4508e+00
7.4212e+01,1.9561e+03,7.0110e+01,1.9351e+00,4.1561e+02,4.3726e+04,-2.0703e+03,-1.4773e+01,-1.9617e+02,1.8980e+00
7.4137e+01,1.9278e+03,6.6795e+01,1.9995e+00,4.0486e+02,4.3189e+04,-2.1419e+03,-1.4773e+01,-1.9484e+02,2.1730e+00
7.3330e+01,1.9112e+03,6.4902e+01,1.9522e+00,4.7119e+02,4.2825e+04,-2.2188e+03,-1.5175e+01,-1.9855e+02,2.2554e+00
7.3312e+01,1.9891e+03,7.6497e+01,1.9391e+00,4.3722e+02,4.4167e+04,-2.1643e+03,-1.5562e+01,-1.9221e+02,1.3553e+00
7.4063e+01,1.9649e+03,7.3300e+01,1.9485e+00,4.2239e+02,4.3884e+04,-2.0985e+03,-1.5436e+01,-1.9503e+02,2.3145e+00
7.3328e+01,1.9160e+03,7.6353e+01,1.9578e+00,4.2131e+02,4.3009e+04,-2.0009e+03,-1.5889e+01,-1.9768e+02,2.1350e+00
7.3333e+01,1.9592e+03,6.7903e+01,1.9792e+00,3.9033e+02,4.3305e+04,-2.1420e+03,-1.5056e+01,-1.8907e+02,2.5023e+00
7.3642e+01,1.9110e+03,7.1659e+01,1.9603e+00,4.7331e+02,4.2892e+04,-2.1597e+03,-1.6102e+01,-1.9953e+02,8.3179e-01
7.3742e+01,1.9389e+03,6.8221e+01,1.9662e+00,4.0680e+02,4.2932e+04,-2.2431e+03,-1.4890e+01,-1.9084e+02,8.9782e-01
7.4257e+01,1.9471e+03,7.6141e+01,1.9097e+00,3.9239e+02,4.3391e+04,-2.0158e+03,-1.4591e+01,-1.9302e+02,2.0621e+00
7.3851e+01,1.9482e+03,6.0050e+01,1.9153e+00,4.3127e+02,4.3409e+04,-2.1794e+03,-1.4989e+01,-1.9444e+02,1.3999e+00
7.3307e+01,1.9597e+03,7.2971e+01,1.9236e+00,4.6704e+02,4.3731e+04,-2.1240e+03,-1.5420e+01,-1.9508e+02,2.3552e+00
7.4146e+01,1.9271e+03,7.3192e+01,1.9723e+00,4.1023e+02,4.3099e+04,-2.1215e+03,-1.5542e+01,-1.9663e+02,2.6271e+00
7.3504e+01,1.9458e+03,6.2296e+01,1.8663e+00,4.2053e+02,4.3200e+04,-2.1368e+03,-1.4626e+01,-1.9276e+02,2.2172e+00
7.4525e+01,1.9164e+03,7.1651e+01,1.9811e+00,4.1804e+02,4.3035e+04,-2.0013e+03,-1.5629e+01,-1.9497e+02,1.5257e+00
7.3872e+01,1.9024e+03,7.7599e+01,1.9522e+00,4.3499e+02,4.2806e+04,-2.0100e+03,-1.5747e+01,-1.9980e+02,2.3671e+00
7.3716e+01,1.9346e+03,6.0369e+01,1.9317e+00,4.3937e+02,4.3247e+04,-2.1108e+03,-1.5209e+01,-1.9716e+02,2.2252e+00
7.3702e+01,1.9002e+03,6.0605e+01,1.9472e+00,4.5696e+02,4.2725e+04,-2.0179e+03,-1.5745e+01,-2.0104e+02,1.6964e+00
7.4044e+01,1.9689e+03,7.2603e+01,1.9477e+00,3.9351e+02,4.3848e+04,-2.0186e+03,-1.5225e+01,-1.9570e+02,2.4761e+00
