3.1594e-01,7.0364e+00,5.9961e+00,5.7679e+00,2.1705e+01,8.5953e+01,1.8984e+01,3.7378e+00,4.6039e-01,2.9532e-01,7.4964e+00,2.4534e+00,5.5023e+00,2.1827e+01,8.5192e+01,1.8984e+01,3.6954e+00,4.6039e-01,2.8978e-01,7.8419e+00,5.9888e+00,5.5004e+00,2.3367e+01,1.0813e+02,1.7019e+01,3.7448e+00,4.6466e-01
2.4011e-01,7.6763e+00,5.9605e+00,5.5024e+00,2.3031e+01,1.0987e+02,1.8802e+01,3.7500e+00,4.8978e-01,2.4255e-01,8.4496e+00,5.8845e+00,5.5520e+00,2.3283e+01,8.6574e+01,1.9196e+01,3.7485e+00,4.6059e-01,2.4172e-01,8.5504e+00,5.9041e+00,5.6233e+00,2.2781e+01,8.5290e+01,1.9515e+01,3.7480e+00,4.6114e-01
2.4834e-01,8.0272e+00,5.7840e+00,5.5563e+00,2.3236e+01,8.7648e+01,1.9829e+01,3.7314e+00,4.7339e-01,2.4304e-01,7.8068e+00,5.3586e+00,5.5002e+00,2.4199e+01,8.5611e+01,1.6022e+01,3.7054e+00,4.6019e-01,2.4239e-01,8.5190e+00,5.8065e+00,5.5047e+00,2.4372e+01,1.0092e+02,1.7668e+01,3.7467e+00,4.7145e-01
2.6563e-01,7.0031e+00,5.9967e+00,5.5020e+00,2.1658e+01,8.7584e+01,1.9969e+01,3.0294e+00,4.6028e-01,2.8372e-01,7.0661e+00,5.8866e+00,5.5061e+00,2.2251e+01,8.5258e+01,1.8592e+01,3.0022e+00,4.6062e-01,2.6859e-01,7.0220e+00,5.9036e+00,5.5045e+00,2.2988e+01,8.5770e+01,1.7031e+01,3.0676e+00,4.6015e-01
2.8386e-01,7.0091e+00,5.8083e+00,5.7270e+00,2.1764e+01,8.5019e+01,1.9998e+01,3.7437e+00,4.6238e-01,2.4158e-01,7.0147e+00,5.3501e+00,5.5070e+00,2.1689e+01,8.5427e+01,1.8990e+01,3.0393e+00,4.6087e-01,2.4011e-01,7.0479e+00,5.9891e+00,5.5030e+00,2.1580e+01,8.6193e+01,1.7615e+01,3.7473e+00,4.6022e-01
2.4052e-01,7.0078e+00,5.9513e+00,5.5021e+00,2.2513e+01,1.0937e+02,1.9992e+01,3.7414e+00,4.7380e-01,2.4006e-01,7.0007e+00,2.7968e-02,5.5222e+00,2.2268e+01,8.5066e+01,1.9790e+01,3.7415e+00,4.6087e-01,2.4149e-01,7.3363e+00,5.8642e+00,5.5179e+00,2.3034e+01,8.9415e+01,1.8320e+01,3.7467e+00,4.6056e-01
2.4016e-01,7.0011e+00,5.9490e+00,5.6959e+00,2.2115e+01,8.5423e+01,1.8883e+01,3.7135e+00,4.6027e-01,2.4011e-01,7.0006e+00,5.9215e+00,5.6542e+00,2.2041e+01,8.5061e+01,1.8412e+01,3.6691e+00,4.6097e-01,2.4044e-01,7.0190e+00,5.9826e+00,5.6583e+00,2.2340e+01,8.5393e+01,1.6812e+01,3.7156e+00,4.6036e-01
3.1022e-01,7.0085e+00,5.9501e+00,5.7134e+00,2.3789e+01,8.5313e+01,1.9072e+01,3.7459e+00,4.6093e-01,2.4279e-01,7.0200e+00,5.8708e+00,5.5009e+00,2.4790e+01,8.5329e+01,1.6447e+01,3.7230e+00,4.6139e-01,2.4023e-01,7.0011e+00,5.9812e+00,5.5009e+00,2.4987e+01,8.5134e+01,1.4116e+01,3.7420e+00,4.6212e-01
3.1621e-01,7.0019e+00,5.9137e+00,5.8069e+00,2.2200e+01,8.5041e+01,1.9993e+01,3.7467e+00,4.6001e-01,3.1878e-01,7.4589e+00,5.5998e+00,5.5002e+00,2.2652e+01,8.5201e+01,1.9981e+01,3.6882e+00,4.6004e-01,3.2103e-01,7.2083e+00,5.9752e+00,5.5915e+00,2.2549e+01,8.5179e+01,1.7970e+01,3.7342e+00,4.6043e-01
2.7210e-01,7.0025e+00,5.8772e+00,5.8249e+00,2.0963e+01,8.5048e+01,1.9998e+01,3.7498e+00,4.7775e-01,2.8272e-01,7.0349e+00,5.8360e+00,5.5101e+00,2.0281e+01,8.5055e+01,1.9719e+01,3.7256e+00,4.7429e-01,2.5142e-01,7.4887e+00,5.9689e+00,5.5053e+00,2.2953e+01,8.5072e+01,1.7947e+01,3.7468e+00,4.6208e-01
2.4078e-01,7.1328e+00,5.7849e+00,5.6102e+00,2.2058e+01,1.0994e+02,1.9789e+01,3.7496e+00,5.4229e-01,2.4176e-01,7.0850e+00,5.9960e-02,5.6031e+00,2.3582e+01,8.5179e+01,1.9048e+01,3.7497e+00,4.6166e-01,2.4067e-01,7.9813e+00,5.9632e+00,5.5691e+00,2.3794e+01,8.6000e+01,1.7847e+01,3.0040e+00,4.6010e-01
2.8527e-01,7.0953e+00,5.9483e+00,5.7018e+00,2.1722e+01,8.6678e+01,1.9984e+01,3.7479e+00,4.8181e-01,2.4267e-01,7.0010e+00,5.4927e+00,5.5508e+00,2.2790e+01,8.5114e+01,1.9164e+01,3.7375e+00,4.6008e-01,2.4915e-01,7.0211e+00,5.5886e+00,5.5858e+00,2.2824e+01,8.5635e+01,1.7707e+01,3.7272e+00,4.6203e-01
2.4003e-01,7.0614e+00,5.9257e+00,5.5424e+00,2.1513e+01,8.5153e+01,1.9990e+01,3.7487e+00,4.6165e-01,2.4087e-01,7.6020e+00,5.3682e+00,5.5291e+00,2.3578e+01,8.8068e+01,1.7675e+01,3.7417e+00,4.6156e-01,2.4010e-01,7.9589e+00,5.9063e+00,5.5405e+00,2.3475e+01,8.8534e+01,1.7462e+01,3.7397e+00,4.6072e-01
2.4031e-01,7.0006e+00,5.9793e+00,5.5491e+00,2.2419e+01,8.5059e+01,1.9574e+01,3.0041e+00,4.6016e-01,2.4094e-01,7.0268e+00,5.1518e-02,5.5614e+00,2.3277e+01,1.0965e+02,1.7140e+01,3.0720e+00,4.7186e-01,2.4014e-01,7.0122e+00,5.9700e+00,5.5039e+00,2.3094e+01,8.5153e+01,1.6223e+01,3.7204e+00,4.6001e-01
2.4115e-01,7.3066e+00,5.9970e+00,5.5518e+00,2.2643e+01,8.7041e+01,1.9985e+01,3.7497e+00,5.0094e-01,2.6778e-01,7.0677e+00,5.5606e-02,5.5006e+00,2.2422e+01,8.5369e+01,1.9033e+01,3.6887e+00,4.6035e-01,2.7308e-01,7.0017e+00,5.9643e+00,5.5939e+00,2.2245e+01,8.6046e+01,1.6810e+01,3.7357e+00,4.6033e-01
2.9568e-01,7.0103e+00,5.6970e+00,5.6736e+00,2.1133e+01,8.5671e+01,1.9865e+01,3.7409e+00,4.6012e-01,2.8415e-01,7.0031e+00,1.8443e-01,5.5613e+00,2.1920e+01,8.5279e+01,1.7342e+01,3.7459e+00,4.6008e-01,2.4091e-01,7.0199e+00,5.9705e+00,5.5101e+00,2.2057e+01,1.0912e+02,1.6077e+01,3.7493e+00,4.6069e-01
2.8431e-01,7.0105e+00,5.9162e+00,5.7556e+00,2.2027e+01,8.6020e+01,1.9999e+01,3.7415e+00,4.6133e-01,2.6125e-01,7.0499e+00,5.9574e+00,5.5640e+00,2.3864e+01,8.5033e+01,1.9002e+01,3.7039e+00,4.6170e-01,2.4088e-01,8.0765e+00,5.9403e+00,5.5020e+00,2.3495e+01,1.0884e+02,1.8215e+01,3.7391e+00,4.6030e-01
2.6942e-01,7.5007e+00,5.9817e+00,5.7395e+00,2.1686e+01,8.8287e+01,1.9765e+01,3.7471e+00,4.6273e-01,2.4103e-01,7.0099e+00,4.2606e-01,5.5421e+00,2.2826e+01,1.0615e+02,1.8820e+01,3.7456e+00,4.6579e-01,2.4153e-01,7.0258e+00,5.7701e+00,5.5047e+00,2.3389e+01,8.6411e+01,1.8040e+01,3.7017e+00,4.6134e-01
2.4214e-01,7.4651e+00,5.9162e+00,5.5194e+00,2.2807e+01,1.0731e+02,1.8614e+01,3.7490e+00,4.6098e-01,2.4843e-01,7.0099e+00,1.4021e-01,5.5013e+00,2.3742e+01,8.5052e+01,1.6256e+01,3.7437e+00,4.6063e-01,2.5515e-01,7.8720e+00,5.9692e+00,5.5164e+00,2.3453e+01,8.5390e+01,1.6621e+01,3.7479e+00,4.6003e-01
2.8687e-01,7.2518e+00,5.9141e+00,5.5086e+00,2.2604e+01,9.3262e+01,1.9060e+01,3.6813e+00,4.8301e-01,3.0033e-01,7.3380e+00,5.6788e+00,5.5114e+00,2.2887e+01,8.5848e+01,1.7705e+01,3.7276e+00,4.6127e-01,2.9676e-01,7.7206e+00,5.9956e+00,5.5129e+00,2.2220e+01,1.0751e+02,1.9510e+01,3.7467e+00,4.6147e-01
3.0247e-01,7.0062e+00,5.9151e+00,5.7194e+00,2.2042e+01,8.5172e+01,1.9678e+01,3.7153e+00,4.6020e-01,2.5808e-01,7.6654e+00,5.0471e-01,5.5484e+00,2.3381e+01,8.5311e+01,1.8149e+01,3.7435e+00,4.7023e-01,2.5378e-01,7.7358e+00,5.8331e+00,5.5833e+00,2.2629e+01,1.0939e+02,1.8423e+01,3.7490e+00,4.6297e-01
3.0580e-01,7.8952e+00,5.7267e+00,5.5115e+00,2.3705e+01,8.5845e+01,1.9940e+01,3.7487e+00,4.7042e-01,2.7064e-01,8.3490e+00,5.6509e+00,5.5119e+00,2.4588e+01,8.5724e+01,1.8264e+01,3.7388e+00,4.6035e-01,2.8338e-01,8.1813e+00,5.9817e+00,5.5187e+00,2.4356e+01,1.0713e+02,1.6843e+01,3.1028e+00,4.9184e-01
2.4035e-01,7.6432e+00,5.9919e+00,5.5033e+00,2.2073e+01,9.3514e+01,1.9995e+01,3.7497e+00,7.7497e-01,2.4269e-01,7.0332e+00,5.8026e+00,5.5038e+00,2.0537e+01,8.6243e+01,1.9908e+01,3.7447e+00,4.6085e-01,2.5867e-01,7.4783e+00,6.0234e-03,5.5180e+00,2.2997e+01,8.6206e+01,1.8691e+01,3.0921e+00,4.6183e-01
2.8889e-01,7.8134e+00,5.9926e+00,5.6077e+00,2.3418e+01,8.6906e+01,1.8428e+01,3.7500e+00,4.6051e-01,2.9192e-01,7.8153e+00,5.0190e+00,5.5276e+00,2.4258e+01,8.5017e+01,1.5870e+01,3.7475e+00,4.6193e-01,2.7102e-01,8.1940e+00,5.9006e+00,5.5045e+00,2.3910e+01,8.8781e+01,1.6509e+01,3.7470e+00,4.6116e-01
2.7459e-01,7.0018e+00,5.9875e+00,5.6395e+00,2.1140e+01,8.6038e+01,1.9998e+01,3.7404e+00,5.0873e-01,2.4017e-01,7.0169e+00,5.9707e+00,5.5032e+00,2.0929e+01,8.5084e+01,1.9150e+01,3.7268e+00,4.6047e-01,2.4035e-01,7.0067e+00,5.7784e+00,5.5373e+00,2.2812e+01,8.5254e+01,1.7796e+01,3.6559e+00,4.6084e-01
2.9809e-01,7.0014e+00,5.9808e+00,5.5052e+00,2.2335e+01,1.0155e+02,1.9913e+01,3.7498e+00,9.4628e-01,2.4002e-01,7.0132e+00,5.8337e+00,5.5107e+00,2.3017e+01,9.4464e+01,1.9998e+01,3.7418e+00,4.8461e-01,2.4090e-01,7.0259e+00,5.9880e+00,5.7646e+00,2.2608e+01,8.5039e+01,1.7824e+01,3.7498e+00,4.6121e-01
2.4147e-01,7.0095e+00,5.9743e+00,5.6645e+00,2.2479e+01,8.5032e+01,1.9431e+01,3.7223e+00,4.6256e-01,2.4012e-01,7.0674e+00,1.1051e+00,5.5869e+00,2.2870e+01,8.5019e+01,1.8043e+01,3.7494e+00,4.6067e-01,2.4008e-01,7.0889e+00,5.9262e+00,5.6574e+00,2.2184e+01,8.5745e+01,1.8308e+01,3.7491e+00,4.6087e-01
2.8427e-01,7.6469e+00,5.1202e-01,5.5021e+00,2.3268e+01,8.5612e+01,1.9989e+01,3.7467e+00,4.6728e-01,2.9140e-01,7.1569e+00,7.7644e-02,5.5034e+00,2.3656e+01,8.5144e+01,1.6338e+01,3.7157e+00,4.6042e-01,2.5387e-01,7.7115e+00,5.9824e+00,5.5164e+00,2.2980e+01,1.0838e+02,1.8452e+01,3.7493e+00,4.6022e-01
2.9734e-01,7.1496e+00,5.9983e+00,5.7403e+00,2.1892e+01,8.5223e+01,1.9873e+01,3.7497e+00,4.6020e-01,2.8746e-01,8.3523e+00,7.7509e-02,5.5040e+00,2.3692e+01,8.5257e+01,1.8530e+01,3.7455e+00,4.6151e-01,2.4087e-01,7.5536e+00,5.9887e+00,5.5003e+00,2.2748e+01,1.0996e+02,1.6829e+01,3.7495e+00,4.6037e-01
2.4057e-01,7.0032e+00,5.9551e+00,5.5153e+00,2.3142e+01,1.0695e+02,1.9962e+01,3.7334e+00,4.6051e-01,2.4173e-01,7.0019e+00,1.3001e-01,5.5685e+00,2.2759e+01,8.5226e+01,1.9960e+01,3.7350e+00,4.6321e-01,2.4256e-01,7.0277e+00,5.9554e+00,5.5255e+00,2.3239e+01,8.6144e+01,1.7563e+01,3.7491e+00,4.6695e-01
2.8383e-01,7.1396e+00,5.9937e+00,5.8280e+00,2.1845e+01,8.9863e+01,1.9069e+01,3.7244e+00,4.7678e-01,2.7429e-01,7.4166e+00,5.4303e+00,5.5060e+00,2.2101e+01,8.6774e+01,1.7988e+01,3.6957e+00,5.3602e-01,2.4195e-01,7.9285e+00,5.9891e+00,5.5018e+00,2.3054e+01,9.7563e+01,1.6580e+01,3.7137e+00,4.6049e-01
3.1379e-01,7.8887e+00,5.9774e+00,5.5151e+00,2.3458e+01,1.0930e+02,1.8714e+01,3.7474e+00,4.6760e-01,3.1655e-01,7.6334e+00,5.8769e+00,5.6673e+00,2.3943e+01,8.5102e+01,1.7556e+01,3.7234e+00,5.0561e-01,2.4988e-01,7.7399e+00,5.8450e-01,5.5005e+00,2.3775e+01,1.0935e+02,1.5927e+01,3.7499e+00,4.6318e-01
2.4110e-01,7.0383e+00,5.9735e+00,5.6321e+00,2.2668e+01,1.0970e+02,1.8940e+01,3.7336e+00,4.6703e-01,2.4028e-01,7.3451e+00,5.9570e-01,5.5988e+00,2.3476e+01,8.5037e+01,1.7501e+01,3.7468e+00,4.6296e-01,2.4077e-01,7.8205e+00,5.7986e+00,5.5735e+00,2.3396e+01,8.5141e+01,1.7650e+01,3.7459e+00,4.6100e-01
2.4028e-01,7.8934e+00,5.9878e+00,5.6226e+00,2.4017e+01,8.7037e+01,1.8693e+01,3.7472e+00,4.7111e-01,2.4010e-01,8.5253e+00,3.5994e+00,5.5052e+00,2.4949e+01,8.5006e+01,1.7495e+01,3.7491e+00,4.6009e-01,2.4212e-01,7.7495e+00,1.5449e-01,5.5746e+00,2.4277e+01,8.8943e+01,1.5314e+01,3.7488e+00,4.6236e-01
2.5323e-01,7.0319e+00,5.9882e+00,5.7181e+00,2.1737e+01,1.0987e+02,1.9993e+01,3.7454e+00,5.1705e-01,2.8205e-01,8.1602e+00,4.4270e-01,5.5008e+00,2.4135e+01,8.5849e+01,1.9512e+01,3.7202e+00,4.6813e-01,2.4114e-01,8.5210e+00,5.9792e+00,5.5113e+00,2.4037e+01,8.5970e+01,1.8972e+01,3.7279e+00,4.6129e-01
2.4794e-01,7.7116e+00,5.9406e+00,5.7081e+00,2.3132e+01,8.6856e+01,1.9565e+01,3.7496e+00,4.6023e-01,2.4000e-01,7.8860e+00,2.7284e+00,5.5542e+00,2.3829e+01,8.5452e+01,1.7756e+01,3.7497e+00,4.6114e-01,2.4034e-01,8.3745e+00,5.9674e+00,5.5915e+00,2.3641e+01,8.5039e+01,1.8974e+01,3.7282e+00,4.6154e-01
2.6813e-01,7.0062e+00,5.9116e+00,5.5167e+00,2.1651e+01,8.5035e+01,1.9996e+01,3.0028e+00,5.2187e-01,2.8686e-01,7.0014e+00,2.5409e-01,5.6834e+00,2.3307e+01,8.5019e+01,1.8169e+01,3.6067e+00,4.7962e-01,2.7201e-01,7.1003e+00,5.7341e+00,5.5274e+00,2.2452e+01,1.0526e+02,1.6412e+01,3.7082e+00,4.6109e-01
