4.4157e-01,2.0702e-01,3.5142e-01
7.4469e-01,2.2499e-01,3.0320e-02
2.0084e-01,3.6986e-01,4.2930e-01
4.8386e-02,3.5978e-01,5.9184e-01
7.4540e-02,4.6192e-01,4.6354e-01
5.9828e-01,1.9418e-01,2.0754e-01
7.5478e-01,1.4531e-01,9.9912e-02
2.6282e-01,6.3693e-01,1.0025e-01
4.6632e-01,2.6982e-01,2.6387e-01
2.2624e-01,3.7973e-01,3.9403e-01
3.6335e-01,2.8988e-02,6.0767e-01
1.8464e-01,6.0416e-01,2.1119e-01
5.0288e-01,8.2655e-02,4.1446e-01
5.4138e-01,1.8225e-01,2.7637e-01
1.9789e-01,9.7264e-02,7.0484e-01
7.4497e-01,2.0201e-01,5.3020e-02
1.9970e-01,4.0293e-01,3.9737e-01
2.9739e-01,4.3016e-01,2.7244e-01
3.1725e-01,1.9465e-01,4.8810e-01
6.3003e-01,6.3762e-03,3.6359e-01
1.4772e-01,4.4652e-01,4.0576e-01
4.6069e-01,2.6936e-01,2.6995e-01
2.9510e-01,2.7662e-01,4.2828e-01
4.2681e-01,4.2088e-01,1.5232e-01
2.8576e-01,3.4939e-01,3.6484e-01
3.7067e-01,5.3137e-01,9.7960e-02
1.8056e-01,3.9313e-01,4.2630e-01
3.8624e-01,9.8502e-02,5.1526e-01
3.0984e-01,3.5279e-01,3.3737e-01
5.0457e-01,4.1600e-01,7.9426e-02
5.3546e-01,3.6106e-01,1.0348e-01
9.8456e-02,7.2418e-01,1.7737e-01
4.2112e-01,6.7436e-03,5.7214e-01
2.9379e-01,4.0230e-01,3.0391e-01
5.4088e-01,2.5859e-01,2.0052e-01
1.6761e-01,7.1050e-01,1.2190e-01
4.4718e-01,2.2515e-01,3.2767e-01
3.3182e-01,4.3523e-01,2.3295e-01
6.4481e-01,2.0132e-01,1.5387e-01
7.5799e-02,4.1559e-01,5.0861e-01
1.1168e-01,6.0165e-01,2.8667e-01
4.8772e-01,2.1078e-01,3.0150e-01
4.7068e-01,5.5198e-02,4.7413e-01
4.7007e-01,1.3300e-01,3.9692e-01
6.6070e-01,1.0500e-01,2.3430e-01
4.1360e-01,3.5929e-01,2.2710e-01
2.6034e-01,2.5962e-01,4.8004e-01
3.5891e-01,1.3970e-01,5.0139e-01
5.0276e-01,5.4362e-02,4.4288e-01
1.9306e-01,4.0678e-01,4.0016e-01
1.9978e-01,5.9720e-01,2.0303e-01
2.5541e-01,3.4400e-01,4.0059e-01
2.7543e-01,3.9368e-01,3.3089e-01
4.9168e-01,2.1704e-01,2.9128e-01
4.0605e-01,8.5299e-02,5.0865e-01
5.1622e-01,1.8317e-01,3.0061e-01
3.8508e-01,5.4013e-02,5.6091e-01
2.7952e-01,5.2701e-01,1.9346e-01
4.7949e-01,3.9873e-01,1.2178e-01
1.1035e-01,4.9409e-01,3.9557e-01
5.2760e-01,3.3020e-01,1.4220e-01
1.0610e-01,4.9252e-01,4.0138e-01
3.6619e-01,2.6393e-01,3.6988e-01
3.4503e-01,1.6830e-01,4.8667e-01
3.7505e-01,5.9382e-03,6.1901e-01
1.2453e-01,3.8715e-01,4.8832e-01
1.2721e-01,7.8253e-01,9.0262e-02
7.2633e-02,4.6880e-01,4.5857e-01
3.2811e-01,2.8133e-01,3.9056e-01
3.1878e-01,4.1602e-01,2.6520e-01
2.0248e-01,2.7119e-01,5.2634e-01
3.5372e-01,3.8745e-01,2.5882e-01
7.5320e-01,1.3775e-01,1.0905e-01
1.1720e-01,4.8612e-01,3.9669e-01
2.7970e-01,2.2336e-01,4.9694e-01
3.5786e-01,4.2511e-01,2.1702e-01
3.6133e-01,3.7629e-01,2.6239e-01
6.2610e-02,3.1379e-01,6.2360e-01
4.6336e-01,3.4642e-01,1.9022e-01
2.3589e-01,3.8629e-01,3.7782e-01
7.2905e-01,1.5699e-01,1.1396e-01
2.7930e-01,4.7585e-01,2.4485e-01
4.8164e-01,2.6960e-01,2.4876e-01
4.4876e-01,4.3465e-01,1.1659e-01
2.5299e-01,2.7895e-01,4.6806e-01
1.8986e-01,3.6247e-01,4.4767e-01
3.3662e-01,4.0722e-01,2.5616e-01
3.6833e-01,4.0144e-01,2.3023e-01
3.7306e-01,1.4461e-01,4.8234e-01
2.7647e-01,3.1008e-01,4.1345e-01
4.9866e-01,6.8620e-02,4.3272e-01
3.3085e-01,4.3919e-01,2.2996e-01
5.2246e-01,3.7876e-01,9.8783e-02
7.7731e-01,1.2741e-01,9.5278e-02
2.2785e-01,7.3784e-01,3.4304e-02
4.8270e-01,3.9294e-01,1.2437e-01
1.6063e-01,4.3909e-01,4.0028e-01
4.0394e-01,5.0443e-01,9.1628e-02
1.5174e-01,5.9748e-01,2.5078e-01
2.7257e-01,3.3635e-01,3.9108e-01
3.3265e-01,3.7314e-01,2.9422e-01
3.9998e-01,4.3459e-01,1.6543e-01
4.1818e-01,4.4326e-01,1.3856e-01
4.6564e-01,4.0855e-01,1.2581e-01
2.8502e-01,3.2537e-01,3.8962e-01
3.0957e-01,8.1001e-02,6.0943e-01
2.1523e-01,2.3114e-01,5.5363e-01
4.3136e-01,1.2459e-01,4.4405e-01
4.3601e-01,5.0039e-01,6.3599e-02
2.1863e-01,2.4781e-01,5.3355e-01
2.4649e-01,7.1743e-01,3.6082e-02
5.4800e-01,8.3336e-02,3.6867e-01
3.6809e-01,3.0900e-01,3.2290e-01
5.2535e-01,2.5731e-01,2.1734e-01
4.0407e-01,1.5305e-01,4.4288e-01
2.2746e-01,4.0045e-01,3.7209e-01
7.0631e-01,1.7524e-01,1.1845e-01
5.9733e-01,4.1351e-02,3.6131e-01
4.7523e-01,4.5376e-01,7.1010e-02
4.7443e-01,2.1801e-01,3.0756e-01
4.3952e-01,3.9817e-01,1.6231e-01
1.1621e-01,6.0884e-01,2.7495e-01
4.5081e-02,4.7585e-01,4.7907e-01
6.7121e-01,2.1517e-02,3.0727e-01
5.8452e-02,4.9583e-01,4.4572e-01
2.1344e-01,5.1358e-01,2.7299e-01
4.5443e-01,3.9663e-02,5.0590e-01
2.7497e-01,1.8434e-01,5.4069e-01
3.7909e-01,1.9697e-01,4.2394e-01
6.1895e-02,4.5230e-01,4.8581e-01
2.0349e-01,2.5786e-01,5.3865e-01
9.8216e-02,5.5900e-01,3.4279e-01
2.4266e-01,4.6926e-01,2.8808e-01
4.3523e-01,3.7213e-01,1.9264e-01
1.5312e-01,3.8541e-01,4.6147e-01
4.9400e-02,4.1549e-01,5.3511e-01
1.5994e-01,3.0221e-01,5.3785e-01
2.9322e-01,3.0316e-01,4.0362e-01
1.2134e-01,2.4570e-01,6.3296e-01
4.7982e-01,1.8469e-01,3.3548e-01
1.7054e-01,7.8096e-01,4.8505e-02
1.4881e-01,4.0309e-01,4.4810e-01
6.1730e-01,3.6096e-01,2.1737e-02
8.5393e-01,5.0079e-02,9.5993e-02
5.0734e-01,4.6718e-01,2.5482e-02
2.5966e-01,2.7321e-01,4.6713e-01
4.1705e-01,2.7093e-01,3.1202e-01
