1.661708e+03,8.304600e+00,7.080000e-02
1.665618e+03,7.159580e+00,1.019781e-01
1.670278e+03,7.020853e+00,8.555405e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661723e+03,8.300280e+00,7.117453e-02
1.662806e+03,7.989512e+00,9.299716e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.675554e+03,6.234104e+00,2.550942e-01
1.661709e+03,8.304617e+00,7.079839e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.662067e+03,8.199528e+00,7.935773e-02
1.661737e+03,8.296295e+00,7.151821e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661742e+03,8.294865e+00,7.164534e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661812e+03,8.273969e+00,7.341371e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.675490e+03,6.142800e+00,2.640000e-01
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.662181e+03,8.317905e+00,7.006049e-02
1.675494e+03,6.143314e+00,2.639667e-01
1.661708e+03,8.304600e+00,7.080000e-02
1.661955e+03,8.232268e+00,7.681467e-02
1.661853e+03,8.262019e+00,7.440679e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.666021e+03,7.047617e+00,9.764882e-02
1.676791e+03,6.173538e+00,2.567175e-01
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.662198e+03,8.161147e+00,8.219675e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.664548e+03,7.478107e+00,1.070110e-01
1.661716e+03,8.302298e+00,7.100459e-02
1.661719e+03,8.301348e+00,7.108212e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.666354e+03,6.945029e+00,9.259425e-02
1.675491e+03,6.142951e+00,2.639916e-01
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661710e+03,8.304650e+00,7.079531e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.673438e+03,7.229114e+00,7.828000e-02
1.662407e+03,8.103649e+00,8.622684e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.663022e+03,7.922207e+00,9.645990e-02
1.661787e+03,8.281456e+00,7.278384e-02
1.664715e+03,7.427831e+00,1.069782e-01
1.661708e+03,8.304606e+00,7.079946e-02
1.661708e+03,8.304600e+00,7.079998e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.667674e+03,6.970422e+00,9.022638e-02
1.682591e+03,6.324917e+00,2.224192e-01
1.661708e+03,8.304600e+00,7.080000e-02
1.661723e+03,8.300053e+00,7.119416e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.675501e+03,6.143054e+00,2.639376e-01
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.662667e+03,8.023851e+00,9.109472e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.663527e+03,7.774002e+00,1.022795e-01
1.661765e+03,8.287863e+00,7.224031e-02
1.662091e+03,8.192308e+00,7.990356e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.678973e+03,6.494279e+00,2.187711e-01
1.682760e+03,6.650865e+00,1.976263e-01
1.661708e+03,8.304600e+00,7.080000e-02
1.662383e+03,8.106984e+00,8.594173e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.681854e+03,6.785606e+00,1.805054e-01
1.664955e+03,7.355299e+00,1.063663e-01
1.661708e+03,8.304600e+00,7.080000e-02
1.666362e+03,6.944996e+00,9.258177e-02
1.667432e+03,7.231139e+00,8.862372e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.664885e+03,8.224839e+00,7.650367e-02
1.675490e+03,6.142836e+00,2.639948e-01
1.666352e+03,6.944816e+00,9.260088e-02
1.661708e+03,8.304600e+00,7.080000e-02
1.661708e+03,8.304600e+00,7.080000e-02
