7.3434e+01,1.9566e+03,7.0199e+01,1.9434e+00,4.1614e+02,4.3539e+04,-2.1425e+03,-1.5517e+01,-1.9481e+02,4.7944e-01
7.3271e+01,1.9377e+03,6.9740e+01,1.9643e+00,4.2173e+02,4.3158e+04,-2.4102e+03,-1.5114e+01,-1.9320e+02,2.2315e+00
7.3630e+01,1.8853e+03,7.0378e+01,1.9571e+00,4.6526e+02,4.2337e+04,-2.1086e+03,-1.4945e+01,-1.9923e+02,8.8999e-01
7.4143e+01,1.9073e+03,7.3131e+01,1.9678e+00,4.4164e+02,4.2331e+04,-2.1156e+03,-1.5078e+01,-1.9151e+02,1.0350e+00
7.3575e+01,1.9200e+03,6.4431e+01,1.9393e+00,4.1405e+02,4.2924e+04,-2.2948e+03,-1.4734e+01,-1.9049e+02,2.8318e+00
7.3927e+01,1.9274e+03,6.2738e+01,1.9468e+00,4.7472e+02,4.2937e+04,-2.2372e+03,-1.5358e+01,-1.9494e+02,9.3987e-01
7.3433e+01,1.9676e+03,6.8518e+01,1.9563e+00,4.7435e+02,4.3521e+04,-2.3991e+03,-1.5347e+01,-1.9092e+02,9.2324e-01
7.3532e+01,1.8872e+03,6.1351e+01,1.9079e+00,4.6645e+02,4.2321e+04,-2.2411e+03,-1.5052e+01,-1.9856e+02,7.6456e-01
7.3352e+01,1.9951e+03,7.5591e+01,1.9612e+00,4.0543e+02,4.3906e+04,-2.4453e+03,-1.5232e+01,-1.8748e+02,1.2518e+00
7.3290e+01,1.9207e+03,7.2537e+01,1.8987e+00,4.4901e+02,4.2939e+04,-2.1344e+03,-1.5144e+01,-1.9729e+02,4.8660e-01
7.3820e+01,1.9571e+03,7.9010e+01,1.9728e+00,3.9417e+02,4.3660e+04,-2.2272e+03,-1.5428e+01,-1.9202e+02,8.5345e-01
7.3778e+01,1.9502e+03,7.1404e+01,1.9665e+00,4.6498e+02,4.3722e+04,-2.0358e+03,-1.6087e+01,-1.9804e+02,2.3073e+00
7.3777e+01,1.9003e+03,6.0602e+01,1.8867e+00,4.7361e+02,4.2557e+04,-2.0947e+03,-1.5059e+01,-1.9762e+02,7.6332e-01
7.3663e+01,1.9630e+03,6.1415e+01,1.9226e+00,4.1274e+02,4.3925e+04,-2.0004e+03,-1.4580e+01,-1.9632e+02,6.0644e-01
7.3354e+01,1.8956e+03,6.6396e+01,1.9338e+00,4.8265e+02,4.2423e+04,-2.2995e+03,-1.5382e+01,-1.9709e+02,2.4812e+00
7.3496e+01,1.9629e+03,7.5292e+01,1.9498e+00,4.1411e+02,4.3505e+04,-2.3409e+03,-1.4962e+01,-1.9217e+02,5.0144e-01
7.3505e+01,1.9123e+03,7.6284e+01,1.9596e+00,4.3364e+02,4.2842e+04,-2.2193e+03,-1.5628e+01,-1.9471e+02,6.2518e-01
7.4195e+01,1.9281e+03,7.9540e+01,1.9620e+00,4.0372e+02,4.3255e+04,-2.0213e+03,-1.5148e+01,-1.9312e+02,1.9849e+00
7.4232e+01,1.9722e+03,6.7093e+01,1.9335e+00,3.8901e+02,4.3410e+04,-2.0459e+03,-1.4669e+01,-1.8736e+02,2.5802e+00
7.3722e+01,1.8993e+03,6.3986e+01,1.9983e+00,4.3801e+02,4.2441e+04,-2.4302e+03,-1.5021e+01,-1.9130e+02,2.3664e+00
7.3591e+01,1.9351e+03,6.9667e+01,1.9162e+00,4.0856e+02,4.3296e+04,-2.1710e+03,-1.5037e+01,-1.9462e+02,1.9434e+00
7.3888e+01,1.9521e+03,6.2626e+01,1.8954e+00,4.3012e+02,4.3613e+04,-2.0914e+03,-1.4944e+01,-1.9546e+02,2.2896e+00
7.3431e+01,1.9491e+03,7.6002e+01,1.9708e+00,4.0140e+02,4.3212e+04,-2.4647e+03,-1.5080e+01,-1.9041e+02,1.4522e+00
