2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
2.9697e+00,2.9382e+00,2.9599e+00,6.3400e-01
