9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
9.9844e-01,4.9992e-01
6.3096e-01,1.2301e-01
2.7750e-02,3.2408e-01
1.0172e-01,2.9943e-01
9.0399e-01,3.2004e-02
4.3557e-01,1.8814e-01
4.4789e-01,1.8404e-01
3.1028e-01,2.2991e-01
4.9980e-01,1.6673e-01
5.3194e-02,3.1560e-01
8.9208e-01,3.5975e-02
8.6865e-01,4.3785e-02
2.6319e-01,2.4560e-01
8.8366e-01,3.8779e-02
6.3993e-01,1.2002e-01
5.9735e-01,1.3422e-01
7.6150e-01,7.9501e-02
3.6360e-01,2.1213e-01
1.8613e-02,3.2713e-01
1.0401e-01,2.9866e-01
3.8785e-01,2.0405e-01
5.7311e-01,1.4230e-01
8.6230e-01,4.5900e-02
2.2474e-01,2.5842e-01
7.8804e-01,7.0652e-02
9.3963e-01,2.0122e-02
4.7424e-01,1.7525e-01
5.8336e-01,1.3888e-01
3.8323e-01,2.0559e-01
8.5121e-01,4.9597e-02
9.3062e-01,2.3127e-02
2.8172e-01,2.3943e-01
1.1289e-01,2.9570e-01
2.7705e-01,2.4098e-01
7.8385e-01,7.2051e-02
6.3331e-01,1.2223e-01
7.6559e-02,3.0781e-01
4.2762e-01,1.9079e-01
7.7338e-01,7.5540e-02
5.2087e-01,1.5971e-01
4.0096e-01,1.9968e-01
8.3522e-01,5.4927e-02
3.3062e-01,2.2313e-01
1.3503e-01,2.8832e-01
9.5436e-01,1.5212e-02
1.6590e-01,2.7803e-01
1.1686e-01,2.9438e-01
8.7509e-01,4.1635e-02
1.7570e-01,2.7477e-01
9.6284e-01,1.2387e-02
1.8608e-01,2.7131e-01
8.6582e-01,4.4727e-02
5.1646e-01,1.6118e-01
9.8470e-01,5.0988e-03
3.6191e-01,2.1270e-01
6.1598e-01,1.2801e-01
5.6840e-01,1.4387e-01
1.2309e-01,2.9230e-01
7.2895e-01,9.0351e-02
3.2170e-01,2.2610e-01
7.8134e-01,7.2888e-02
4.0618e-02,3.1979e-01
4.6924e-01,1.7692e-01
7.1828e-01,9.3906e-02
5.3118e-01,1.5627e-01
1.8933e-01,2.7022e-01
6.8927e-01,1.0358e-01
6.0397e-01,1.3201e-01
5.4491e-01,1.5170e-01
8.8961e-01,3.6797e-02
2.5074e-01,2.4975e-01
4.0227e-01,1.9924e-01
6.2901e-01,1.2366e-01
8.9421e-01,3.5263e-02
2.6462e-01,2.4513e-01
3.7826e-01,2.0725e-01
7.5415e-02,3.0820e-01
5.6236e-01,1.4588e-01
1.1938e-01,2.9354e-01
6.4165e-01,1.1945e-01
1.5489e-01,2.8170e-01
7.1784e-01,9.4054e-02
3.1484e-01,2.2839e-01
4.3221e-01,1.8926e-01
9.3602e-03,3.3021e-01
7.2037e-02,3.0932e-01
6.6132e-01,1.1289e-01
4.6571e-01,1.7810e-01
9.2170e-01,2.6099e-02
5.7067e-01,1.4311e-01
6.8753e-01,1.0416e-01
1.0894e-01,2.9702e-01
3.3463e-01,2.2179e-01
7.6645e-01,7.7851e-02
4.1980e-01,1.9340e-01
5.5025e-01,1.4992e-01
3.1721e-01,2.2760e-01
1.6072e-01,2.7976e-01
6.4403e-01,1.1866e-01
1.5132e-01,2.8289e-01
9.9679e-01,1.0712e-03
5.0917e-01,1.6361e-01
8.0500e-01,6.5001e-02
1.8050e-01,2.7317e-01
1.5305e-01,2.8232e-01
5.2226e-01,1.5925e-01
4.4317e-01,1.8561e-01
5.5651e-01,1.4783e-01
8.3950e-01,5.3500e-02
3.9277e-01,2.0241e-01
8.9800e-01,3.4001e-02
7.1446e-01,9.5179e-02
3.0684e-01,2.3105e-01
5.9166e-01,1.3611e-01
7.2742e-01,9.0858e-02
5.9423e-01,1.3526e-01
9.3549e-01,2.1504e-02
4.4440e-01,1.8520e-01
2.1597e-01,2.6134e-01
8.4102e-01,5.2992e-02
4.8892e-01,1.7036e-01
7.0672e-01,9.7759e-02
8.5830e-01,4.7234e-02
5.4613e-01,1.5129e-01
