0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
3.5714e-04,3.5714e-04,3.5714e-04,3.5714e-04,3.5714e-04,3.5714e-04,3.5714e-04
7.1429e-04,7.1429e-04,7.1429e-04,7.1429e-04,7.1429e-04,7.1429e-04,7.1429e-04
1.0714e-03,1.0714e-03,1.0714e-03,1.0714e-03,1.0714e-03,1.0714e-03,1.0714e-03
1.4286e-03,1.4286e-03,1.4286e-03,1.4286e-03,1.4286e-03,1.4286e-03,1.4286e-03
1.7857e-03,1.7857e-03,1.7857e-03,1.7857e-03,1.7857e-03,1.7857e-03,1.7857e-03
2.1429e-03,2.1429e-03,2.1429e-03,2.1429e-03,2.1429e-03,2.1429e-03,2.1429e-03
2.5000e-03,2.5000e-03,2.5000e-03,2.5000e-03,2.5000e-03,2.5000e-03,2.5000e-03
2.8571e-03,2.8571e-03,2.8571e-03,2.8571e-03,2.8571e-03,2.8571e-03,2.8571e-03
3.2143e-03,3.2143e-03,3.2143e-03,3.2143e-03,3.2143e-03,3.2143e-03,3.2143e-03
3.5714e-03,3.5714e-03,3.5714e-03,3.5714e-03,3.5714e-03,3.5714e-03,3.5714e-03
3.9286e-03,3.9286e-03,3.9286e-03,3.9286e-03,3.9286e-03,3.9286e-03,3.9286e-03
4.2857e-03,4.2857e-03,4.2857e-03,4.2857e-03,4.2857e-03,4.2857e-03,4.2857e-03
4.6429e-03,4.6429e-03,4.6429e-03,4.6429e-03,4.6429e-03,4.6429e-03,4.6429e-03
5.0000e-03,5.0000e-03,5.0000e-03,5.0000e-03,5.0000e-03,5.0000e-03,5.0000e-03
5.3571e-03,5.3571e-03,5.3571e-03,5.3571e-03,5.3571e-03,5.3571e-03,5.3571e-03
5.7143e-03,5.7143e-03,5.7143e-03,5.7143e-03,5.7143e-03,5.7143e-03,5.7143e-03
6.0714e-03,6.0714e-03,6.0714e-03,6.0714e-03,6.0714e-03,6.0714e-03,6.0714e-03
6.4286e-03,6.4286e-03,6.4286e-03,6.4286e-03,6.4286e-03,6.4286e-03,6.4286e-03
6.7857e-03,6.7857e-03,6.7857e-03,6.7857e-03,6.7857e-03,6.7857e-03,6.7857e-03
7.1429e-03,7.1429e-03,7.1429e-03,7.1429e-03,7.1429e-03,7.1429e-03,7.1429e-03
7.5000e-03,7.5000e-03,7.5000e-03,7.5000e-03,7.5000e-03,7.5000e-03,7.5000e-03
