2.9904e+00,3.0000e+00,1.0000e+00,1.7595e+00,2.9984e+00
1.0001e+00,2.9999e+00,2.6263e+00,1.0003e+00,1.6478e+00
1.0020e+00,3.0000e+00,1.0000e+00,1.1202e+00,2.1544e+00
1.0000e+00,1.1452e+00,1.0000e+00,1.0003e+00,1.1043e+00
1.0000e+00,1.9971e+00,1.0000e+00,1.0009e+00,1.1476e+00
1.0003e+00,2.9207e+00,2.9899e+00,1.0004e+00,1.0056e+00
1.0000e+00,2.9998e+00,2.4988e+00,1.0080e+00,1.7663e+00
1.0001e+00,2.9999e+00,2.8383e+00,1.0002e+00,2.9266e+00
1.0001e+00,1.0000e+00,1.0000e+00,1.0100e+00,2.1110e+00
1.0001e+00,1.6640e+00,1.0000e+00,1.0001e+00,1.0007e+00
1.0000e+00,1.2194e+00,1.0000e+00,1.0001e+00,1.8680e+00
1.0000e+00,1.3565e+00,1.0000e+00,1.0001e+00,1.1837e+00
1.0000e+00,1.1079e+00,1.0000e+00,1.0000e+00,2.2818e+00
1.0000e+00,1.0341e+00,1.0000e+00,1.0000e+00,1.5855e+00
1.0000e+00,2.9999e+00,2.5597e+00,1.0000e+00,1.7891e+00
1.0000e+00,2.9996e+00,1.0000e+00,1.3033e+00,2.8307e+00
1.0001e+00,3.0000e+00,1.0000e+00,1.1287e+00,2.9565e+00
1.0000e+00,2.9996e+00,2.9912e+00,1.0000e+00,1.7359e+00
1.0000e+00,2.9999e+00,2.1649e+00,1.0005e+00,2.3830e+00
1.0001e+00,2.9978e+00,1.0000e+00,1.5527e+00,2.9942e+00
1.0000e+00,3.0000e+00,2.3439e+00,1.0025e+00,2.7529e+00
1.0000e+00,1.0664e+00,1.0000e+00,1.0000e+00,2.4586e+00
1.0000e+00,1.1649e+00,1.0000e+00,1.0001e+00,2.4043e+00
1.0016e+00,2.9998e+00,1.0000e+00,1.3490e+00,1.7599e+00
1.0013e+00,2.9999e+00,1.0006e+00,1.0873e+00,1.2884e+00
1.0001e+00,1.2672e+00,1.0000e+00,1.0000e+00,1.3776e+00
1.0000e+00,2.9976e+00,2.3601e+00,1.0000e+00,1.6080e+00
1.0000e+00,1.0512e+00,1.0000e+00,1.0011e+00,1.3353e+00
1.0257e+00,2.9999e+00,1.0000e+00,1.1039e+00,1.4438e+00
1.0007e+00,2.9985e+00,2.7800e+00,1.0016e+00,1.8430e+00
1.0000e+00,1.5231e+00,1.0000e+00,1.0001e+00,1.6486e+00
1.0000e+00,1.6220e+00,1.0001e+00,1.0000e+00,1.3585e+00
1.0002e+00,2.9983e+00,2.8571e+00,1.0002e+00,1.3384e+00
1.0000e+00,1.0987e+00,1.0000e+00,1.0001e+00,2.4304e+00
1.0001e+00,2.9986e+00,2.5745e+00,1.0017e+00,1.9832e+00
1.0000e+00,1.4493e+00,1.0000e+00,1.0001e+00,2.5262e+00
1.0000e+00,1.1742e+00,1.0000e+00,1.0000e+00,2.1348e+00
1.0000e+00,3.0000e+00,2.0452e+00,1.0000e+00,1.3330e+00
1.0004e+00,2.9995e+00,1.0000e+00,1.3412e+00,2.4823e+00
1.0100e+00,3.0000e+00,2.3898e+00,1.0000e+00,2.0502e+00
1.0000e+00,1.7163e+00,1.0000e+00,1.0000e+00,1.5223e+00
1.0000e+00,2.9905e+00,2.4034e+00,1.0001e+00,2.7431e+00
1.0000e+00,3.0000e+00,1.0000e+00,1.1419e+00,1.2566e+00
1.0001e+00,2.9981e+00,1.0000e+00,1.5848e+00,1.1150e+00
1.0009e+00,2.9999e+00,1.0001e+00,1.0945e+00,1.3553e+00
1.0000e+00,1.2110e+00,1.0000e+00,1.0008e+00,2.8412e+00
1.0000e+00,1.1963e+00,1.0000e+00,1.0002e+00,2.4849e+00
1.0000e+00,1.0273e+00,1.0000e+00,1.0000e+00,2.4594e+00
1.0000e+00,1.0008e+00,1.0000e+00,1.0004e+00,1.1282e+00
1.0000e+00,2.9962e+00,2.6282e+00,1.0001e+00,2.8698e+00
1.0000e+00,1.3870e+00,1.0000e+00,1.0001e+00,1.1665e+00
1.0002e+00,2.9990e+00,2.4416e+00,1.0001e+00,1.6837e+00
1.0001e+00,3.0000e+00,2.6890e+00,1.0000e+00,1.7453e+00
1.0000e+00,1.0573e+00,1.0000e+00,1.0000e+00,1.2340e+00
1.0301e+00,2.9997e+00,1.0000e+00,1.3043e+00,2.9504e+00
1.0008e+00,1.1542e+00,1.0000e+00,1.0000e+00,2.8095e+00
1.0000e+00,2.9974e+00,2.9086e+00,1.0000e+00,2.8943e+00
1.0000e+00,1.0152e+00,1.0000e+00,1.0000e+00,1.3970e+00
1.0007e+00,3.0000e+00,2.2686e+00,1.0001e+00,2.5177e+00
1.0000e+00,2.7454e+00,1.0000e+00,1.0002e+00,1.0001e+00
1.0000e+00,2.9999e+00,1.0000e+00,1.3890e+00,1.1062e+00
1.0001e+00,3.0000e+00,1.0000e+00,1.0581e+00,1.0265e+00
1.0001e+00,1.5344e+00,1.0000e+00,1.0011e+00,2.0610e+00
1.0000e+00,1.0620e+00,1.0000e+00,1.0000e+00,1.3705e+00
1.0000e+00,2.9999e+00,2.3950e+00,1.0014e+00,2.4073e+00
1.0000e+00,1.0107e+00,1.0000e+00,1.0001e+00,2.9059e+00
1.0000e+00,1.0001e+00,1.0000e+00,1.0027e+00,1.0030e+00
1.0201e+00,2.9942e+00,1.0000e+00,1.5050e+00,1.0369e+00
1.0000e+00,1.0004e+00,1.0000e+00,1.0023e+00,2.2328e+00
1.0000e+00,1.1928e+00,1.0000e+00,1.0001e+00,1.8100e+00
1.0000e+00,2.9941e+00,2.6085e+00,1.0024e+00,1.9144e+00
1.0000e+00,2.9982e+00,1.0000e+00,1.2408e+00,2.9957e+00
1.0000e+00,2.9995e+00,1.0000e+00,1.5193e+00,1.6766e+00
1.0003e+00,2.6833e+00,1.0000e+00,1.0004e+00,1.0003e+00
1.0001e+00,1.0031e+00,1.0000e+00,1.0000e+00,2.0516e+00
1.0000e+00,1.1035e+00,1.0000e+00,1.0000e+00,1.0364e+00
1.0004e+00,2.9097e+00,2.8237e+00,1.0002e+00,1.0003e+00
1.0001e+00,3.0000e+00,2.8406e+00,1.0000e+00,1.9259e+00
1.0001e+00,2.9998e+00,2.5658e+00,1.0001e+00,1.0852e+00
1.0000e+00,1.0689e+00,1.0002e+00,1.0000e+00,2.3042e+00
1.0000e+00,1.0352e+00,1.0000e+00,1.0000e+00,2.9981e+00
1.0340e+00,2.9994e+00,1.0000e+00,1.2744e+00,2.7277e+00
1.7163e+00,2.9997e+00,1.0000e+00,2.0851e+00,2.9630e+00
1.0003e+00,2.9998e+00,2.5380e+00,1.0052e+00,1.4416e+00
1.0000e+00,1.0174e+00,1.0000e+00,1.0000e+00,1.9487e+00
2.3815e+00,3.0000e+00,1.0000e+00,2.1927e+00,2.8516e+00
1.0000e+00,3.0000e+00,2.9153e+00,1.0064e+00,2.9961e+00
1.0000e+00,2.9979e+00,1.0000e+00,1.0816e+00,1.7106e+00
1.0000e+00,1.2840e+00,1.0000e+00,1.0004e+00,2.6748e+00
1.0000e+00,2.9998e+00,2.9761e+00,1.0001e+00,1.4027e+00
1.0000e+00,2.9988e+00,1.0000e+00,1.2843e+00,1.6106e+00
1.0000e+00,2.9995e+00,2.6049e+00,1.0037e+00,2.5630e+00
1.0000e+00,2.9998e+00,2.8007e+00,1.0000e+00,1.6893e+00
1.0006e+00,2.9993e+00,1.0000e+00,1.0073e+00,1.2414e+00
1.0000e+00,1.2555e+00,1.0000e+00,1.0000e+00,1.2245e+00
1.0000e+00,2.9980e+00,1.0000e+00,1.1996e+00,2.6500e+00
1.0000e+00,2.9999e+00,2.7081e+00,1.0003e+00,2.1980e+00
1.0000e+00,2.9599e+00,2.9881e+00,1.0042e+00,2.7827e+00
1.0006e+00,2.9998e+00,1.8477e+00,1.0000e+00,1.0054e+00
1.0003e+00,2.9973e+00,2.4084e+00,1.0033e+00,1.5770e+00
1.0002e+00,3.0000e+00,1.0000e+00,1.1993e+00,1.2699e+00
1.0004e+00,2.9631e+00,2.9644e+00,1.0000e+00,1.7563e+00
1.0000e+00,3.0000e+00,1.0000e+00,1.3361e+00,1.8759e+00
1.0000e+00,2.9986e+00,2.6604e+00,1.0000e+00,2.4551e+00
1.0000e+00,2.9977e+00,2.4302e+00,1.0001e+00,2.0293e+00
1.0001e+00,2.9956e+00,1.0000e+00,1.3757e+00,1.6828e+00
1.0000e+00,1.2910e+00,1.0000e+00,1.0002e+00,2.0929e+00
1.0011e+00,1.2471e+00,1.0005e+00,1.0002e+00,2.6952e+00
1.0000e+00,2.9991e+00,2.9561e+00,1.0037e+00,2.8897e+00
1.0001e+00,2.9997e+00,1.0000e+00,1.0940e+00,2.8802e+00
1.0000e+00,2.9858e+00,2.3376e+00,1.0004e+00,1.0011e+00
1.0007e+00,2.9999e+00,2.5656e+00,1.0073e+00,1.3483e+00
1.0012e+00,2.9980e+00,1.0000e+00,1.2463e+00,1.6243e+00
1.0000e+00,1.0240e+00,1.0000e+00,1.0003e+00,2.7596e+00
1.0000e+00,2.9999e+00,2.2517e+00,1.0000e+00,2.9767e+00
1.0000e+00,3.0000e+00,2.1913e+00,1.0000e+00,1.3330e+00
1.0003e+00,3.0000e+00,2.2171e+00,1.0007e+00,2.7015e+00
1.0000e+00,1.0376e+00,1.0000e+00,1.0000e+00,1.0667e+00
1.0004e+00,1.2157e+00,1.0000e+00,1.0004e+00,2.5236e+00
1.0000e+00,3.0000e+00,2.4966e+00,1.0002e+00,2.9992e+00
